[2024-11-09 06:12:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 311
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd45916b3-VxnjTL.tmp
[2024-11-09 06:12:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js?simply_static_page=85
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js?simply_static_page=85
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:103] Filesize: 4869 bytes
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd45916b3-VxnjTL.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.js
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:21] [class-ss-page.php:119] Checking Content Identical:b0c2868149ede3cef9284faa1266cb42b74c6aa8===. Value: FALSE
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js
[2024-11-09 06:12:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 311
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd45cd2b7-Wl6wqp.tmp
[2024-11-09 06:12:21] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js?simply_static_page=86
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js?simply_static_page=86
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:103] Filesize: 3315 bytes
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js
[2024-11-09 06:12:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd45cd2b7-Wl6wqp.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/jquery-easing/jquery-easing.min.js
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:21] [class-ss-page.php:119] Checking Content Identical:19294713b01052f2585a502c5cfb59731bcd084a===. Value: FALSE
[2024-11-09 06:12:21] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js
[2024-11-09 06:12:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 311
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd4604abd-A2sSYE.tmp
[2024-11-09 06:12:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js?simply_static_page=87
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js?simply_static_page=87
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:103] Filesize: 2063 bytes
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd4604abd-A2sSYE.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.js
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:22] [class-ss-page.php:119] Checking Content Identical:4e1e9dc47823bb326e4182c9cec8a24d799f4225===. Value: FALSE
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js
[2024-11-09 06:12:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 311
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd4625188-c0nvgj.tmp
[2024-11-09 06:12:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js?simply_static_page=88
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js?simply_static_page=88
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:103] Filesize: 1030 bytes
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd4625188-c0nvgj.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/jquery-hover-intent/jquery-hover-intent.min.js
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:22] [class-ss-page.php:119] Checking Content Identical:f2ec00a75b8d908f75d5a32d544099d459df61b1===. Value: FALSE
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js
[2024-11-09 06:12:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 311
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd4645bca-FY1We4.tmp
[2024-11-09 06:12:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js?simply_static_page=89
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js?simply_static_page=89
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:103] Filesize: 3393 bytes
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd4645bca-FY1We4.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.js
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:22] [class-ss-page.php:119] Checking Content Identical:c0f0c5c2bae6c40af7782692b567cdcb03fafdf1===. Value: FALSE
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js
[2024-11-09 06:12:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 311
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd4673d9f-mUUYUW.tmp
[2024-11-09 06:12:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?simply_static_page=90
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?simply_static_page=90
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:103] Filesize: 1801 bytes
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd4673d9f-mUUYUW.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:22] [class-ss-page.php:119] Checking Content Identical:0ff4d5160beb004c439b20c6343044917c629d10===. Value: FALSE
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2024-11-09 06:12:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 311
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd46a4869-8NUJ1i.tmp
[2024-11-09 06:12:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js?simply_static_page=91
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js?simply_static_page=91
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:103] Filesize: 87550 bytes
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2024-11-09 06:12:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd46a4869-8NUJ1i.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.js
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:22] [class-ss-page.php:119] Checking Content Identical:b63b550333ca58a6a69ce0628e0ba4cfa6c21c91===. Value: FALSE
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2024-11-09 06:12:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 311
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd475e1c0-IBch4p.tmp
[2024-11-09 06:12:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js?simply_static_page=92
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js?simply_static_page=92
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:103] Filesize: 23000 bytes
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd475e1c0-IBch4p.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/nouislider/nouislider.min.js
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:23] [class-ss-page.php:119] Checking Content Identical:a5740240de46520e247f2156911a81a9056897f5===. Value: FALSE
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js
[2024-11-09 06:12:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 311
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd47a47e8-o6aHwx.tmp
[2024-11-09 06:12:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js?simply_static_page=93
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js?simply_static_page=93
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:103] Filesize: 11565 bytes
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js
[2024-11-09 06:12:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd47a47e8-o6aHwx.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.js
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:23] [class-ss-page.php:119] Checking Content Identical:a7e1146d2021c42e68b599dc8bcc69d44fc31df3===. Value: FALSE
[2024-11-09 06:12:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.min.js
[2024-11-09 06:12:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 311
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd481a38e-P9SU6Y.tmp
[2024-11-09 06:12:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.min.js?simply_static_page=94
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.min.js?simply_static_page=94
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:103] Filesize: 5999 bytes
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/nprogress/nprogress.min.js
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd481a38e-P9SU6Y.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/nprogress/nprogress.min.js
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:24] [class-ss-page.php:119] Checking Content Identical:15cde32d9f66ed4e41d07bdce09ed0d4d047694b===. Value: FALSE
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.js
[2024-11-09 06:12:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 311
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd48664bc-ONr0QC.tmp
[2024-11-09 06:12:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.js?simply_static_page=95
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.js?simply_static_page=95
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:103] Filesize: 35321 bytes
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.js
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd48664bc-ONr0QC.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.js
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:24] [class-ss-page.php:119] Checking Content Identical:b2c67eb922d6b121c878ac272f5b008949cfbd54===. Value: FALSE
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.min.js
[2024-11-09 06:12:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 311
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd48aa71a-G0Xwpt.tmp
[2024-11-09 06:12:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.min.js?simply_static_page=96
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.min.js?simply_static_page=96
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:103] Filesize: 18291 bytes
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.min.js
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd48aa71a-G0Xwpt.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/perfect-scrollbar/js/perfect-scrollbar.min.js
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:24] [class-ss-page.php:119] Checking Content Identical:c4f6c403e99fb37cb496c3844b332823db7c5837===. Value: FALSE
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js
[2024-11-09 06:12:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 311
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd48e0599-PHDmzA.tmp
[2024-11-09 06:12:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js?simply_static_page=97
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js?simply_static_page=97
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:103] Filesize: 24276 bytes
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js
[2024-11-09 06:12:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd48e0599-PHDmzA.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/lib/pickr/pickr.min.js
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:24] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:25] [class-ss-page.php:119] Checking Content Identical:7e4fdd6e22b26f2a33ffa8acc41bb370bcc7d298===. Value: FALSE
[2024-11-09 06:12:25] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css
[2024-11-09 06:12:25] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 311
[2024-11-09 06:12:25] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:25] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd49226ce-b4FSas.tmp
[2024-11-09 06:12:25] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css?simply_static_page=98
[2024-11-09 06:12:25] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css?simply_static_page=98
[2024-11-09 06:12:25] [class-ss-url-fetcher.php:103] Filesize: 5512 bytes
[2024-11-09 06:12:25] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-09 06:12:25] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/pickr/themes/monolith.min.css
