[2024-11-09 06:12:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-loader-v2.js?simply_static_page=162
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-loader-v2.js?simply_static_page=162
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:103] Filesize: 929 bytes
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-loader-v2.js
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd670474e-BpQZzQ.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor-loader-v2.js
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:55] [class-ss-page.php:119] Checking Content Identical:e05344dc2a0c2629a7e72bd1996c416c7690c1bb===. Value: FALSE
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js
[2024-11-09 06:12:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 311
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd67540e2-rNriQJ.tmp
[2024-11-09 06:12:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js?simply_static_page=163
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js?simply_static_page=163
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:103] Filesize: 479 bytes
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd67540e2-rNriQJ.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor-loader-v2.min.js
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:55] [class-ss-page.php:119] Checking Content Identical:b6df4e7f270f09a7820f91dfc5f8d414907527a6===. Value: FALSE
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.js
[2024-11-09 06:12:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 311
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd67b7849-NREFjA.tmp
[2024-11-09 06:12:55] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.js?simply_static_page=164
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.js?simply_static_page=164
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:103] Filesize: 105108 bytes
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-modules.js
[2024-11-09 06:12:55] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd67b7849-NREFjA.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor-modules.js
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:55] [class-ss-page.php:119] Checking Content Identical:df352febde02f79b23f8c4d4f1acb8acb970d84f===. Value: FALSE
[2024-11-09 06:12:55] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.min.js
[2024-11-09 06:12:55] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 311
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd680470f-3S2HCy.tmp
[2024-11-09 06:12:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.min.js?simply_static_page=165
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor-modules.min.js?simply_static_page=165
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:103] Filesize: 42738 bytes
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-modules.min.js
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd680470f-3S2HCy.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor-modules.min.js
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:56] [class-ss-page.php:119] Checking Content Identical:4463ef3b16d61a3d612c791027ff2d0f5a31de89===. Value: FALSE
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.js
[2024-11-09 06:12:56] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 311
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd684840e-RuOnSF.tmp
[2024-11-09 06:12:56] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.js?simply_static_page=166
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.js?simply_static_page=166
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:103] Filesize: 2639160 bytes
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.js
[2024-11-09 06:12:56] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd684840e-RuOnSF.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor.js
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:56] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:57] [class-ss-page.php:119] Checking Content Identical:9fcbead92a0ad5eb8d1ddc3bf4b5a7b4808b3b8a===. Value: FALSE
[2024-11-09 06:12:57] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-11-09 06:12:57] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 311
[2024-11-09 06:12:57] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:57] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd69c542d-gvhG0V.tmp
[2024-11-09 06:12:57] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=167
[2024-11-09 06:12:57] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=167
[2024-11-09 06:12:57] [class-ss-url-fetcher.php:103] Filesize: 1091573 bytes
[2024-11-09 06:12:57] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:57] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js
[2024-11-09 06:12:57] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd69c542d-gvhG0V.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:58] [class-ss-page.php:119] Checking Content Identical:ba6d55bff2dd02f51411d1bd63914d568646ad23===. Value: FALSE
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-11-09 06:12:58] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 311
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:58] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6abc304-1nfXR8.tmp
[2024-11-09 06:12:58] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=168
[2024-11-09 06:12:58] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=168
[2024-11-09 06:12:58] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-11-09 06:12:58] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-09 06:12:58] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-11-09 06:12:58] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6abc304-1nfXR8.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:58] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:58] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-11-09 06:12:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 311
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6b23261-70Df36.tmp
[2024-11-09 06:12:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=169
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=169
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:103] Filesize: 19798 bytes
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6b23261-70Df36.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:59] [class-ss-page.php:119] Checking Content Identical:fa20e82080cd7bbf98b1c78e6840c14cfe137c2f===. Value: FALSE
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-11-09 06:12:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 311
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6b88993-dV1uq0.tmp
[2024-11-09 06:12:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=170
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=170
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:103] Filesize: 7536 bytes
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6b88993-dV1uq0.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:59] [class-ss-page.php:119] Checking Content Identical:a9516bef82b9c1d60fdb2af85835e58ac5900296===. Value: FALSE
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/f0a189c7b01c3881792d.bundle.min.js
[2024-11-09 06:12:59] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 311
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6bc2dd9-hnY0ks.tmp
[2024-11-09 06:12:59] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/f0a189c7b01c3881792d.bundle.min.js?simply_static_page=171
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/f0a189c7b01c3881792d.bundle.min.js?simply_static_page=171
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:103] Filesize: 22995 bytes
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/f0a189c7b01c3881792d.bundle.min.js
[2024-11-09 06:12:59] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6bc2dd9-hnY0ks.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/f0a189c7b01c3881792d.bundle.min.js
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:12:59] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:12:59] [class-ss-page.php:119] Checking Content Identical:fad2996098abf9405a1ef9c032a3c986c8fd60a4===. Value: FALSE
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/f44354f947a948ef36c9.bundle.min.js
[2024-11-09 06:13:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 311
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6c27eba-vjj6jf.tmp
[2024-11-09 06:13:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/f44354f947a948ef36c9.bundle.min.js?simply_static_page=172
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/f44354f947a948ef36c9.bundle.min.js?simply_static_page=172
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:103] Filesize: 4251 bytes
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/f44354f947a948ef36c9.bundle.min.js
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6c27eba-vjj6jf.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/f44354f947a948ef36c9.bundle.min.js
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:13:00] [class-ss-page.php:119] Checking Content Identical:ed1387cda7fab17c8323422de8894ff5577d001b===. Value: FALSE
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-11-09 06:13:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 311
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6caa26f-6vMMIv.tmp
[2024-11-09 06:13:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.js?simply_static_page=173
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.js?simply_static_page=173
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:103] Filesize: 135729 bytes
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6caa26f-6vMMIv.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/frontend-modules.js
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:13:00] [class-ss-page.php:119] Checking Content Identical:0043e73b17a4051e7a7cf1131a21b0b8c37b53a1===. Value: FALSE
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-11-09 06:13:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 311
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6cdab82-4gr50s.tmp
[2024-11-09 06:13:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?simply_static_page=174
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?simply_static_page=174
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:103] Filesize: 36460 bytes
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-11-09 06:13:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6cdab82-4gr50s.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/frontend-modules.min.js
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:13:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:13:00] [class-ss-page.php:119] Checking Content Identical:19b1fc11e44ed8b4c19752a33e6de2da1bd84a2e===. Value: FALSE
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend.js
[2024-11-09 06:13:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 311
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6d2509b-DBhh6p.tmp
[2024-11-09 06:13:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend.js?simply_static_page=175
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend.js?simply_static_page=175
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:103] Filesize: 104804 bytes
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/frontend.js
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/672efd6d2509b-DBhh6p.tmp to D:\xampp\htdocs\diploma-batch-76\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1731132683/wp-content/plugins/elementor/assets/js/frontend.js
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-09 06:13:01] [class-ss-page.php:119] Checking Content Identical:2afd2b18fe9b364c599431d6708de90cffb42058===. Value: FALSE
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js
[2024-11-09 06:13:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 311
[2024-11-09 06:13:01] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-09 06:13:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/672efd6d79453-2rsHNE.tmp
[2024-11-09 06:13:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diploma-batch-76/wordpress/wp-content/plugins/elementor/assets/js/frontend.min.js?simply_static_page=176
